0,1
829133,1
829173,4
829213,5
829254,3
829302,0
829343,0
829383,-2
829423,-4
829463,-5
829506,-2
829552,1
829593,2
829633,3
829673,3
829713,1
829754,0
829802,2
829843,-1
829883,-5
829923,-4
829963,-2
830005,0
